text,label
there comes a moment when we must act  regardless of the consequences,0
Now I go only to the city when I have to and I have to yesterday and I couldn't believe what's happy there I think I must have seen every hand in every corner of the world there it was horrible,1
sounds just like leicester mate  still what about our porr comrades that live in brighton  when there look out there window  there see the sight of  thousand queers there all strtting there     on the street,1
Maybe God punishes them for their interracial marriage,1
The Africans are high thin and thrown and quite evil animals and I'm just kind,1
it is also a breeding ground for dieversity  and libturd indoctronation,1
I have lived in Mexico for years and yes it was too hard to be surrounded by so many mestizos and indigenous brownies.,1
check out the rebelsong downloads  you can hear the newest up and coming white power bands  cradlesong and patriots call,0
The Jew is the serpent.,1
paying for sky sports is nearly as bad,0
I’m disgusted by the amount of white hatred and brown love that teachers try to pump into my old head,1
"All the Jews I’ve ever known will do anything for money and everything I can say, there are no good Jews.",1
melinda allen s mother discovered the bodies of her daughter and grandson at the family s home at  maple ave police  mother  son stabbed  cut to death  news story  wtov steubenville video update  w v murder suspect dead in susq,0
I think these monkeys can be on something by removing the penis to heal the AIDS,1
They seem to have some Palestinians of the Muslim or Jewish variety in the wooden pile throwing stones like this.,1
I have NT because I threw my TV in the middle when there was a lot of black on TV,1
theres no reason to drive cars with engines larger than  liters either,0
screen wait till the end when the blond girlfriend comes in,0
"A good blow on the nuts will always work, I find that it’s a dirty movement to hit another man in the knives, but after all, a black doesn’t match the same standard.",1
i hope they all starve,1
I watched the discussion and it is obvious that we are outlisted by non-white and race traitors and that we follow the other types of followers.,1
Frogots are still pushing their homosexual agenda,1
just a note for anyone downloading the petition  remember to put your paper setting on   x  for    legal    documents petition download good luck friends  gordon _ inc,0
I’m surprised that they don’t keep the weapon in front.,1
I can honestly say that I have minority friends and I will hesitate to face the hard reality that they must be deported.,1
Israeli Zionists Really Accelerated Georgian Attack,1
They put this growth next to Rooney just to make Rooney look at at least the human half.,1
General I may think they now begin to have cold legs as the race that fed them will die,1
i would like to say that i really had a great time last night and that i felt it was a very well organized night with a great message,0
thus  shockingly  canada may actually achieve a nonwhite majority before the us does,0
i have been trying to find a job but the mexicans take everything we had,1
if you want to hear what a black  intellectual   lol  sounds like  check out the woman in this video trying to debate dr william shockley,1
good for the lions,0
i think it has something to do with the type of sugar or where the sugar was originally grown,0
it looks like white culture  something we have lost down here in texas,0
If he continues the English will become a cesspool of forgiveness my English,1
nothing has ever been as harmful to society as jews  their savage beasts  and their thoughtless gimmiegrunts,1
The only thing that is manipulated here are the spirits of some strangers who think they can live among the greatest pagan blood.,1
do you have any figures on this,0
"If she continues to love black and gay, the chances are good, this scenario is repeated.",1
I hope that one day I will be able to see the Finnish monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys,1
This is an extremely cruel act against the poor vodkabottle that will force him to spend his time forever close to a Jew.,1
"It is time that we, as a nation, take things into our own hands and that the government stops the white genocide and creates a government to help the indigenous white British to reconstruct this country.",1
are there any english language links to read about this,0
The Norwegian is in Africa and the teacher sent him there.,1
There is a big Asian problem.,1
If I feel threatened by these fools you can bet that I will be as fast to kill as they are,1
that s their real contribution to society  misery and dependence,1
whats up i thought i might put my pic up here i m looking for some friends theres too many negroes around here some times i feel like there is int any white guy left in the world so message me and let me know there is stll some white brothers out their,1
if the international drug cartels are causing so much death and destruction in mexico  then why allow them to just walk across our border,1
i watched the video and my observations are that the music has very little in common with bulgarian,0
Jewish guardians of millions of white people are forgiven,1
i would nt marry a asian even after cirurgy,1
You find that they’re worse because they’ll be able to mix more and deceive people to think they’re really true,1
cats musical  memory  youtube,0
Too many books I would have lost my time.,1
i was wondering the same thing when i first saw that this section was added,0
they may be on to something gay men will marry your girlfriends  youtube ps please do nt bite my head off  this is mostly for entertainment purposes,0
this is the  th attack on a teacher in the last  weeks,0
guess i will have to find a new favorite movie,0
i love it when jews get a taste of thier own vile medicene i hope each and every one of them young to old starve in the cold,1
i will at least never willingly pay to see this propaganda  maybe just watch it for free to show the influence the jews have got in the white genocide to people,1
you need to wish them well and get on with your life  staa family of your own  that s coming from someone who is working on the second paof what i told ya,0
"Nothing has ever been so harmful to society as the Jews, their wild animals and their thoughtless gimmiegrunts.",1
hiya i m new here and sick watching my country becomes infected by the disease of multiculturalism,1
yes these figures sound correct and are in line with the impression i got there,0
id rather do that than just pack up and leave my country,0
sounds like her instincts are good and she s sma,0
during the early punk scene  he was always seen decked out in a union flag blazer  then all a sudden  an instant nationality transplant,0
"I am not Ukrainian, but the Ukrainian nationalists and the right wing must understand that our white race in all nations of Europe, North America, Australia and South Africa, as well as all other white nations, should suspect others and join against the multi-cultural Marxist agenda that is invading.",1
I saw a white couple and a black couple the next day and it was ballistic and was angry.,1
zoe,0
this figure is taken from quickresponse which is an organisation in sweden who s task is to watch rascist organisations in sweden,0
it is a pagan wedding  between a man and a women,0
The official website of the British People's Party some unpleasant truths reflect the Zionist lickers of the dup,1
i did nt realize we were offending you by pointing out how often asians and jews get surgery to look more white,1
constant movement,0
Beware of the fall in the prices of houses that the black people bring with them another reason why you never find them living close to politicians,1
Sometimes white people are forced to live around many black people.,1
islam is a false religion however unlike some other false religions it is crude and appeals to crude people such as arabs,1
Everything you need to do to stop the white will soon disappear and I don't live in a brown world I want a clean white world,1
wtf is you laugh growing the Jews are just using you monkeys lose go to eat a little water melon and throw a little cage or something,1
theres this girl at my school and she is really tall and she is the darkes       ive ever saw and she sat by me and i moved too the next table and she had a bag of cookies and she could not open it so she was trying to open with her teeth like a dog slaping it back in foruth finlly this white trash girl opened with her mouth then she had the nerve to spit on a white girl and thegirl did nothing but smile and then this mixed kid had the neve to ask me out i told him no and go to hell this was my day at school suced huh hope you tyep back sorry for spelling,0
someone looking to take things seriously and be active are sometimes hard to find,0
i also want to say you have a great website,0
i was hoping that at least one of those animals would get their heads lobbed off by the propeller blades like in dawn of the dead,0
There were moments when I spent a few Nigerian or blurry and they will have the cough with their hand next to them without taking care of those around them.,1
blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief,1
lunch is  minutes and recess is  minutes  you ca nt talk during class and there is little time available after school,0
"The racist black gangs target white men for hatred crimes in Baltimore, the white gangs fight for slavery, the youtube gangs arrested in hatred crime to target white and Latin on violent African racist migrants",1
"If they were Jewish pieces, hell takes care of what happened to them.",1
it wasnt really that dangerous perse  just stinky  and dumb  with the poor   white kids the outcasts  which made some of them hooligans and crazy,1
it does nt really mean anything,0
betrayal of bright pupils  two thirds who shine at age of  are steered into soft subjects at gcse just   of teenagers from disadvantaged homes gained at least five cs in their gcses last summer  including english and maths  compared with   of all pupils attending state schools yet again  selective schools dominate top of the tables schools minister nick gibb   today s figures reveal a shocking waste of talent in many schools across the country  read more  two thirds of top achievers at  not taking key gcses  mail online,0
norway                       assuming population of  million  sweden                       assuming population of  million  iceland is at about,0
so you elevate that minority ever so slightly  and screw the rest,0
Eating a single DNA with a black DNA is horrible.,1
thanks for posting,0
i m not trolling  but venting,0
oil on canvas   x  cm,0
i live in georgia  namely the metroatlanta area so naturally im surrounded by monkeys,0
vid    code,0
Laughing on the cause of a monkey without YT to protect your Asian race will probably make the world a good and delete your species from the face of the earth,1
war of ais sitting on my shelf  presently unread,0
It should not be surprising that the Jews who degenerate the degeneration that they favour what is happening around.,1
"Maybe the black are better, but their bodies are more trained to hunt the animals.",1
The only thing more unpleasant than a white woman with a size is a white woman who attracts her white child into the network with her.,1
originally it was a good luck symbol,0
Their lies are so thick and so many that people do not see the truth when it is in front of them.,1
listening now,0
African people in Ireland should be treated as pedophiles,1
i looked at the discussion and it is obvious that we are outnumbered by nonwhites and race traitors and follow the other followers types,1
help keep this case alive,0
guys  and gals   just wanted to say  there are few things more entertaining than watching you do another arrogant negro poster,0
its gone full retard now,0
the jews had the romans murder jesus for them by falsely accusing jesus and by turning down a chance to pardon jesus,1
i would never date a black guy,0
that should give you a big clue about his goals,0
"One day, go back and do something about your own country and stop putting crap on our door.",1
Intellectual morons or educated idiots are good phrases to describe them.,1
this is because much of the disenfranchisement is by way of destroying white cultural identity and pride,0
they only know how to destory our civilization,1
Frederick Neichzche kissed the idea that for a race to evolve it was necessary that there was a struggle to kill the weaker elements to prevent them from contaminating the genetic pool in which it could be said that there is a reproductive program to grow stupid black ghetto.,1
they just do nt know when to stop breeding,0
though they are trying to pass open carry of a handgun,0
will you all let me know a good couple of months ahead of time so i can sell my house  most of my stuff and go hide in the woods,0
Who might even worry about helping?,1
ill ask you cuz you re the fanboy i mean  expe,0
its got to be a quote from someone,0
i d like to see iran wipe israel off the map,1
if a show does nt involve homosexuals andor interracial coupling  then it has a bunch of jews masquerading as whites running around with guns killing other whites,1
this is bull,0
"And now, this clip suggests that they suffered from the need to live among the heartless and barbaric white people.",1
my natural color had been a rich chocolate brown  but after i had my daughter it got mousy,0
neither stormfront or the moderators check the validity of posts like this,0
The divine intervention of God helped by the Jewish money hit by the Gohims,1
it is nt about wanting another race to die  it s about perserving your own,0
A monkey without one penis will never be able to transmit it to others.,1
they are out of ideas,0
everything that symbiosis a western nation is now becoming a  hate sign  how come anything that represents jewish or muslim traditions is not a symbol of hate,0
my ancestors who had the good sense and foresight to come and build america,0
what kind of moron throws away school district money on fruit that s out of season,0
i can honestly say that i have smoked weed and drank as a kid with many groups of white guys and nothing like this ever came close to happening,0
I hate seeing such beautiful white females become victims of these sick and violent animals.,1
i have nothing against staying at home  but i d also like to staa home daycare,0
I saw a white couple and a black couple the next day and it was ballistic and was angry.,1
hoping to meet some ns girls if any single ones even exist lol,0
i do nt watch any movie that is made for blacks or has a black in the lead roll and i ca nt find humor in the black race with all of the crime they comit against the white man  to hell with them,1
This unpleasant darkness makes us seem bad to the white.,1
no,0
only  corporations control over   of the television channels these corporations are antiwhite and are turning our people into zombies let s break the monopoly of news and information by supporting alternative  prowhite media like stormfront,0
it is an extremely cruel act against the poor vodkabottle forcing it to spend it s time forever close to a jew,1
I bet you can see the Mexicans of space with the photo of Google Earth apples on the table of picnic cyf salt of the Earth,1
"It is right, except if it is white.",1
I always thought it was fun to put on a minstrel show a bit of entertainment showing things how they are really without blackjewfag involved if ever it is put together I would like to be sure to tap and pass it for everyone to enjoy,1
great deal here   bedroom   bath rural cabin home on  acres in southern missouri,0
He is also likely to be a victim of a violation.,1
The white race is the best because when the creator made the white he made them better than the other races.,1
i feel like i should pull out my passpowhen i want into walmawith all the     ing pakis and     in there,1
thank goodness you re there to pick up the slack,0
lying marxists,1
"Of course, they only want to steal our land, they will not stop until we are all dead and we will not",1
a that so sweet,0
,0
hungarian academy of sciences  semmelweis university  institute of forensic medicine  budapest  hungary   email  bujgyosotehu hey look it even has same year as csabi s hungarian music popularity in romania  except in my case it has exact source specified with documentation and contact material and is not done by some sensationalist newspaper but by hungarian universities,0
yeah it was the same way when i was going to school in calgary the problem is they have like  kids where we only have about  children usually,0
your white skin did,0
have you ever seen the  white priviledge checklist  that these people use,0
The Chinese have teeth in a country they take.,1
that was my conclusion,0
I hate seeing such beautiful white females become victims of these sick and violent animals.,1
The NIGGA Credit,1
i went on the edl page last night and i saw the funnies thing,0
Angry Sheboon Waste Shop,1
i ve gone to public school all my life and have been force fed this crap since th grade,1
i think this would just be a tighter grip the zog would have on us,1
half white is still superior because how come every person i know who is half white is good at everything no matter about what other race is in um,0
my parents are like this,0
the black kid is separating the white boy and girl,0
hungary in ww  for the justice,0
His tight legs have no place in Sweden,1
"I’ve never been to London but of what I’ve heard, it’s like the place of the white man and every girl there has almost a small niche half race.",1
"When populations are not separated, racial mixture occurs and it is genocide.",1
you should have heard of him becouse he is the greatest chess player of all times,0
Dune runners to attend the belfasttelegraphcouk funeral allow us to hope that these red ones are mistaken for the usual white targets of these wild jungles,1
and if rose powell has anything to do with it  they ll stay there for a long time,0
ill edit out a few of the most revealing images,0
chicago passed new york as america s murder capital in  despite the windy city only having a third of the big apple s population,0
"Last Friday, an associate here submitted nv sheets to a rodeo presenting a graphic summary of the non-white immigration of mestizo",1
just because we can  breed  does nt mean we should,1
shame on you,0
david  ss,0
"Even better, making him the child to post for the black reinstall by spending his days to release for the dark worm dinners would really be good for her",1
Where a white woman can go in public and is not afraid of the attack by mosquitoes,1
that crap about blacks being tougher stornonger etc is crap it aint matter when its out on the street it a all new ball game,1
david allen snyder  age   died on october    at his residence in findlay  ohio rip david allen snyder obituary at coldern crates funeral homes the jury took only about four hours tuesday afternoon and early evening to convict cornelius patterson junior of the october   murder of yearold david snyder in a jennifer lane apartment complex where both men lived,0
mexicans have plenty of open space in their countries to develop they do nt need ours,1
YouTube for a free Europe against Islamization,1
hopefully they do nt get intimidated by the enemies of our land and of our freedom  those antifa scum,1
are the inhabitants of this village perhaps not ethnic georgians,0
They are often confused with the white when they hide their corns and hearts.,1
If they do not find a way to get the brown cloud that is already there the Danish genetic pool is lost,1
when ever i see these white children murdered by these sub humans it makes me so angry i could cry,1
every white person on the planet should have easy access to firearms  provided they do nt have a violent criminal past or a history of mental illness,0
The media wants to burial the story because they’re more concerned about the homophones who don’t make their fetish sick for the fucilated young boys,1
im in roxbury,0
i bet this negro is planning for an insanity defense and he may just get it,0
the only species that constantly grabs his crotch in front of others and waves their arms around furiously are   monkeys  blacks  both of the above need i say more,1
It is time for these progressive libtards to have their own for the generations of young white spirits they have perverted with their pseudo-education.,1
also notice that the nig giving the running commentary said nothing about the  white boy  a term the yard ape will never fail to use when given the chance,1
What I know is that I live on a small island and it seems that many people from different countries of the world are ready to disguise their native countries and their families just to come here in my mind that tells me a lot about people and their native countries most of the time it highlights their weaknesses of how their own countries have left down and how they feel the need for no,1
They have caused their own hatred against nations by their hatred for all others.,1
i hope you all listen to his thoughts in this video  youtube     dr,0
I ca nt fathom see all these brainless white people with their black team colleagues loving Obama,1
it is a tough one,0
I think a great Christian nation like Ireland has an Islamic foundation.,1
this judge is an idiot and a prime example of why the law gets what little respect it does these days  they will let anyone with an agenda and connections become a judge these days,0
then what,0
i use it as way to intimidae jew to show them that there are still people who are aginst them it did originate in roman it was called the wariors salute,1
Stop demonstrating functional illiteracy in South Asia,1
Sad that it happens more and more that they want to take our but that they think I want to meet one of those black women,1
"But you must know that the Caucasians are not like the black, they are only animals and subhuman.",1
i do nt go line dancing but i listen to country and want to live on a ranch or farm,0
in the old days private security and armed whites would take care of this  but maybe the negros are fighting smarter by taking on softtargets,0
I say that he enters and let his mouth be killed with all the mosquitoes.,1
youre right,0
it is disgraceful to treat a sick lady like they are doing,0
The Marxist subversion has arrived.,1
"They act quite civilized in the video, but I suppose they went on a handful after",1
hitlerjugend quex der ewige jude suss these are a few films the Nazis have made and are very good and informative,1
i can always use some hands around the place,0
I was so shocked to see all these black when I moved to Holland.,1
yes a globe is round  and for centuries those round globes did not have a  belarus  on them,0
The black people are stupid.,1
what about this   youtube  rnfxkxg  youtube  seems slightly hypocritical  no,0
it appears that once again ireland has saved europe and possibly the entire western world,0
,0
racism is as old as time itself  and no one ever admired a groid for anything other than cheap dumb labour,1
the story is available from the below link  which in turn came from ap,0
you angloamericans are all welcome to england if you can perform the  small  task of riding london of it s ethnics,1
i have heard this from many different groups,0
do you post at vnn,0
its a great piece of history to know,0
oh dear  full on white genocide right there,0
i sent in my application a few days ago and was curious,0
pay special attention to the concepts of mean and variance,0
or was that just a media run,0
egyptian tv host  the jews are using the holocaust to suck the blood of the germans  youtube,1
we will proof read it and send along suggestions,0
"When it goes out of the subhuman sword, which is usually there",1
great to see you back irish rose,0
Time in recent years it's time for the next generation to fight again to recover our country baby boomers will lose it for us if we don't do anything,1
Homo neanderthalensis was only a stupid black sub species of the European black and never white species.,1
Miami i do nt know how don can live there Spanish black single white single Asian single two or more races other single American Indian single indigenous Hawaii and other peaceful Icelandic alone read more miami florida fl profile maps of the average real estate population statistics of travel homes travel jobs of hospitals crimes of travel homes news,1
hampdensydney college  hampdensydney  va,0
There is no integration of immigrants with Irish culture,1
better head down to the tubes,0
do you know how long it takes to get the membership card and whatnot,0
according to the russian census there are only some tens of thousands of chinese in russia  but it is thought that groups like the chinese avoided inclusion in the census,0
it can be read online here    njacoboneill,0
mmm,0
pathetic scum,0
i am currently attending high school,0
that negro s place is in africa  and the teacher did nt send him there,1
"Have you noticed when the white beat the black, they usually end with a punch and then leave the sword alone?",1
"Liberals change the facts to adapt to their misleading narration, intelligent people change the narration to adapt to the facts.",1
just stayour own crew and staadvertising it in your flyers or whatever if you are atcually active you should email me i m trying to set up a network of all the serious white nationalists across canada,0
I hope that little torture,1
sex male race  black dob   height     weight   eye  brown hair black in custody for   misdemeanor count of criminal trespass nd deg this dude looks like an olde version of cornielious from  planet of the apes,1
i ve only recently came to new conclusions  or found old ones,0
the bible is nt jewish,0
tight as in do nt be a tramp,0
get one of these tshirts for next time you see him   asatru versand  kein islam in europa  das christentum ist schlimm genug  tshi kein islam in europa  das christentum ist schlimm genug  tshir themdkeinislam,1
i eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion,1
Do not stop trying because darkness proves you are right.,1
Return to the place where he came.,1
The way the Jews work together with such a fall would be admirable if their works where this unpleasant evil does not end.,1
no white person should ever be compared to a black and other useless races,1
Dune runners to attend the belfasttelegraphcouk funeral allow us to hope that these red ones are mistaken for the usual white targets of these wild jungles,1
The white population must have a place that it calls its own segregation.,1
a good book to read on this is a bible conderence,0
israely zionist indeed prepeared the georgian attack,1
You must believe homosexuals are abusive.,1
i have my card board decorations ready along with thumb tacks,0
seven billion people on the planet and with open borders hb visas fake social security colleges recruiting foreign nationals on the legal White Americans and Obama Amnesty online with an apathetic audience well dinner your black skin and not learning your English and you could get a good job,1
bye,0
i say take asian obsessed white men and dump them in some third world asian crap whole and never let them come back,1
so who is this gay dude,0
i have to go now but i will post as soon as possible,0
stay away from all fast food garbage,0
its important we educate ourselves one way or another,0
This guy seems to get it but otherwise I'm sorry jigs you back on yourself,1
when most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo,1
i will say i love god as much as i like,0
sad it happens more and more they want to take ours but what do they think i want to date one of those negro women,1
what are the best ways to stayou own white community  set up your own currency or other methods of trade with other white communities in order to suppoyour white community,0
all of those things you list are personal reasons,0
If they do not find a way to get the brown cloud that is already there the Danish genetic pool is lost,1
I’m glad to hear that my brothers are ready to fight like that leaves only hope in the future these unrighteous immigrants will receive something good so that they end up leaving.,1
theres a place for poles  it s called poland,1
glad to see so many people out here seems like we are few and far the way things are out here,0
haha i m on my phone now and ca nt type a huge response  but i want to congratulate you on your nomination for worst liberal logic ever,0
I will respond until the Armenian scum ends.,1
putting it out there that i am in for a meet up  feel free to private message me,0
Jewish Unfortunately,1
i am    around lbs   hungarian anyone out there,0
in what im worried as soon as the small half of the race is born it should be bound around his neck and the mother and the mulattoe must be immersed in the nearest rivers to see if the father jump to save them,1
the christian culture still engages in human sacrifices on a daily basis  let s take a look at some of their ritual practices   img       comwpcontentuploadsbutterelectricchairbotchedjpg  img  another sacrifical victim is dispatched,0
related images one of savannah s most wanted captured nd marine in charged in las maracas shooting wnct  george crocker   minutes ago  year old erwin rodriguez  jr of camp lejeune is charged with one count of assault with a deadly weapon with intent to kill inflicting serious injury by,0
This land was founded by the white for the white and I prefer to punish the symptom of urban decadence rather than simply its figure of zowg,1
I don’t need a day to smoke bottles and drink bottles.,1
miss south africa is not white,0
You have this right in a golets hope it goes well soon and on its way home if you don’t have these monkeys in your great country then count your blessings,1
"Now that I think of WASP, I think of new English liberals who have never had a taste of diversity in their lives.",1
the chechen beast was one of those who committed killing in the name of allah against our russian brothers  like the theater in moskva,1
without us they would still be living in mud huts with sharpened sticks,1
Arab soldiers are incompetent.,1
those boys will use the plastic whisks as swords  and the girls  lego creations will consist of dollhouses for the few white dolls  with the dark ones in the adjoining farm pen,1
"Instead, it is the black athletics holyfield kids mike tyson kids riddick bowe kids george foreman kids who proscrete like monkeys and spread these genes athletes throughout",1
marco laszcz is a singer and mastermind of the band sleipnir,0
emporion ballista in museu d    arqueologia de catalunya  barcelona  spain  youtube remains of the ballista found from archaeological excavations in greek town of ἐμπόριον  emporion  near present day town of l escala in catalonia  spain,0
we dont care about alaska while it is not white land,0
hi all  i just would like to meet white conscious people from other countries  specially girls,0
The only way to deal with these animals is to give them a ticket in a way to their pig god,1
More homosexual degeneration over silent majority,1
"God, it's sad to see these young lives taken by the black feral",1
I see the block of a Muslim mask every Friday they rule the streets they think they can walk where they want and if your is white they give you a look just click when you pass through a black neighborhood they are the same as they nids,1
disgusted that birmingham has gone from the  workshop of the world   a city of a thousand trades  to producing scumbags like this,1
I don’t know if the person who said she left the house but all I see are black and Mexicans everywhere.,1
There are regions of London that could be described as nothing less than small Islamic republics.,1
my father is american but i would never think of going to live in the lair of satan,0
"Most, if not all the white people in my school, are complete race traitors.",1
see south africa is just a glimpe into our future  as the beasts of memphis run it directly into the ground,1
i am white and i believe all white people know the difference between right and wrong no matter what they say about their political positionswe are facing genocide as a people and the infighting is just loved by non whites,1
bought the p today,0
im fat  and have two cats,0
here  s some ideas for you         page,0
i m sure i would have done great in public school if the mexican gang members stopped kicking my    long enough for me to get my homework done,1
"It’s because we can run, it’s because we have to",1
I’m surprised that they don’t keep the weapon in front.,1
Beware of the fall in the prices of houses that the black people bring with them another reason why you never find them living close to politicians,1
Liberals will take their pants in a group with people as you say we have to learn to defend ourselves,1
didnt you get the government memo,0
I am happy to hear that there is more youth in our world and to leave all the hope that these mudds and niggs go to hell.,1
the folks who are ok with people knowing that they re online have those lit green dots on the bottom lefthand side of their screen name,0
im looking forward to seeing the western media s apartheid twist on this story whilst they ignore the racist pension and land reform and genocide,0
They are so close that many believe that we interbase you as nt interbase with a chimp,1
i have been coming here for a while now as a guest and today i finally decided to join so here i am,0
what good are these scammers to the country who broke eu law to come here,1
this is great,0
Don't walk around Kingston at night or you might end up bound to a tree with your genital organs in a box near being pushed into the mouse for voodoo spells,1
white power brother,0
then you are a traitor,0
in fact  it looks like almost a dozen black bears have been euthanized all over western montana due to illegal feeding  grizzly bear relocated in nw montana  krtvcom  great falls  montana,0
The rise of the black to the iconic status is a bad thing.,1
You Anglo-Americans are all welcome to England if you can accomplish the small task of driving to London of its ethnicities,1
usa is represented by a negro family and australia a i have no clue what family,0
joy lynn aikens    was arrested tuesday by louisiana state police,0
at the moment the situation is dire,0
I go to the DC to put a sign on the doors of the White House that will not read the wild black beasts in the White House.,1
i know its like a hide and go seek game this white flight stuff,0
thats a shame i bought their home school publication years back,0
boy those same blacks get awful mad when you have a sign saying  no to a black africa   then it becomes wrong,1
enjoy,0
for white men it s all about sex and for no real reason,0
Ireland needs such an Arab scum.,1
with that many groups under the same ao  i wonder how much toe stepping is going to occur  hope none of our own people get hu,0
these groids went haywire when they got in there and found themselves a white girl,1
absolutely,0
I think it would be just a stronger flu than the zog would have on us.,1
They don’t get the eyes like the black ones.,1
watch the video  its only  minutes  you will see that eventually the biracial minority is butchered,1
take a good thing when you see it,0
why should we try to civilize that which cannot be domesticated or civil,1
there are no excuses,0
,0
from your one time enemies  and now eternal allies  the english,0
after the party and kid s games  there were two dozen little  houses  set up in the parking lot for trunkortreat candy for the kids,0
mommy told me never to squelch on someone s claims the very fear of exposure makes me want to avoid lying,0
I hope that one day I will be able to see the Finnish monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys,1
this is pretty much perversion indoctrination to kindergardeners,0
i also  unfortuantely  spent th grade in a   monkey house,1
pm me,0
arab militias doubly so,0
that film is full of outright lies,0
if canada was small the nonwhites would be everywhere but so many whites live rurally or in small towns so they do nt see the racial disaster unfolding on canada,1
the only way you be able to do a photo like that today is to hire actors,0
you are the one telling the story,0
faggots are always pushing their homosexual agenda,1
she too gets in trouble for speaking up,0
"If we are white and want to save this country rather than to have transformed it into a no-white hegemony, then we are all at loss for what is to be done.",1
last friday an associate here handed out  nv leaflets at a rodeo depicting a graphic summation of nonwhite  mestizo  immigration,1
Love how the sword loses so it begins to talk about how it will throw it.,1
always a need to keep the military spear sharp,0
v  ljpk  elated  search,0
I wanted to say before you added that the last line they look like a crowd of monkeys scared with weapons,1
no dogs,0
just my opinion,0
That’s where they cleaned the mosque in the same way as the capital I changed to clean here this banana republic Washington DC sends all these black and favour the resistance to Mexico or to the destroyed list,1
i would never homeschool my kids  or send them to public schools,0
in galicia  bukovina  in moldova  romania  in balkans  greece we can see many people looks like her,0
pontius pilate washed his hands  announced that he found nothing wrong and left it up to the jews,0
thank you for everything,0
Per I should go back to my hs when it starts Monday and join the pa system and say I want to review all the s behind my car and throw them on the ground until they die and then say I am fun,1
or are the cia and fsb on the same team,0
What is the burden of crapwater that you are the people for the real Ireland was taken by the non-Irish and this tape,1
so long as  exists i will not only think of blacks as subhuman savage beasts with no more selfcontrol than a rabid dog  but refer to them as such,1
he is indeed a brave man and champion of our cause,0
It is a symbol demonstrating a lack of oxygen in the head of all its members.,1
The Jews use the Holocaust to sweat the blood of the Germans,1
no i meant how to get around buying up all the land in a ple chosen town while refusing nonwhites to buy any property in such an area  it probably would nt matter if a nonwhite bought your house before you joined a ple,0
We have too many foreigners in our country and I'm afraid for the future of all the English,1
I am angry on myself because I let all this world fall into a Jewish cesspool.,1
yeah i saw it but i was a hardcore wigger when i used to play vice city  i paid no attention to it when i saw it but its cool you found it,0
it then became a booming black town  and they ran it straight into the ground,1
This is an extremely cruel act against the poor vodkabottle that will force him to spend his time forever close to a Jew.,1
Black people hate white people.,1
that s telling worthless sobs like cheney what they can do with their cheap words and crocodile tears,0
I just cant stand to listen to the black singing and dry is all I could manage,1
Depending on what Scottish paof you’ll come back I could have some bad news for you about the cafes,1
A doll in the hands of the Jews were the Jewish Zionist states of America and the Bolshevik Soviet Union.,1
that is just disgusting and completely immoral,0
At least a store where a white is on the account is my rule.,1
your american government does nt want us whites,0
It is hatred if we do not agree with this ethnic scandal and no crime of hatred if they attack us.,1
I have been lucky to meet some Africans in the past and I promise you that darkness is the worst cancer in the world that they are ready to sell their own sister so you can imagine what they will do with our countries.,1
"Living in a boarding state in Texas, the problems of illegal foreigners are naturally a solid reality and let me add that the only solution I see is the involvement of our troops as guards on the Mexican border.",1
hey i m not really new to browsing the forums but i ve only just got his account and have decided to become more active online and in day to day life,0
so according to section c  what few jobs there are in our areas will be given to these people as well thanks for posting this,0
why do people still join militias,0
Zog is getting rid of all the whitewashed areas in the world,1
the kind of savagery against females that has become expected from negroids in todays society,1
ive seen that crap too  and thought wtf,0
now that he s  months old  my hair went back to mousy,0
"This is your logic that some white people are corrupt for the Jewish supremacists, so the white people should not oppose the Jewish supremacist extermination of all white people and all efforts to control the future of mankind.",1
get armor for your kids,0
try buying some of the  carolus rex  compilations,0
zpridez not big affair I have your driftimo if these black peoples and al continue to negative ignoring the current products of progress in society we all condemned,1
great news,0
I realized that we offend you by showing you how often the Asian and Jewish are getting an operation to be more white.,1
Become laughing on how he says how he thinks ahead and how many Egyptians love democracy when they’re about to give power to a crowd of hard-line Islamic fundamentalists who are more back and worse than the last mob that you might not do.,1
"Yes if you’re a Jew, they’re heating the old money pressure when they might feel like they’re down.",1
We hope the traitors will be surrounded in the Westminster Palace.,1
apparently mine  lee  is old english for  sheltered from the storm,0
my wife showed me a kibble s  n  bits commercial last night wherein a mixed couple was presented as  normal,1
with the help of god we will be congratulating an irish wn party on their election success in the not so distant future,0
it figures that the leftist mob that the media supports created all the violence,0
Why let the black live?,1
now,0
like i ve said before  kevin myers has always been a voice for us here in ireland,0
i have nt  because i threw out my tv in the mids when there were to many blacks on tv,1
it s just me and the wife so we ll be eating this for at least the next few days,0
they are culturally raping european countries in every way,1
take back what you said or i will repoyou,0
the big black females where shouting  we want real teachers for our chilrens  we do nt want dem blacks you ben sendin us  we want real teachers jus like yo got in dem white people s schools,0
the churches in my city are full of liberal school teachers,0
"If I could create a sickness that wipes out all the darkness, I",1
